frame_path,angle
data\processed\resized_images\image_639_angle_150_resized.jpg,150
data\processed\resized_images\image_146_angle_150_resized.jpg,150
data\processed\resized_images\image_154_angle_150_resized.jpg,150
data\processed\resized_images\image_041_angle_150_resized.jpg,150
data\processed\resized_images\image_190_angle_150_resized.jpg,150
data\processed\resized_images\image_176_angle_150_resized.jpg,150
data\processed\resized_images\image_137_angle_150_resized.jpg,150
data\processed\resized_images\image_149_angle_150_resized.jpg,150
data\processed\resized_images\image_440_angle_150_resized.jpg,150
data\processed\resized_images\image_174_angle_150_resized.jpg,150
data\processed\resized_images\image_138_angle_150_resized.jpg,150
data\processed\resized_images\image_647_angle_150_resized.jpg,150
data\processed\resized_images\image_165_angle_150_resized.jpg,150
data\processed\resized_images\image_708_angle_150_resized.jpg,150
data\processed\resized_images\image_175_angle_150_resized.jpg,150
data\processed\resized_images\image_158_angle_150_resized.jpg,150
data\processed\resized_images\image_709_angle_150_resized.jpg,150
data\processed\resized_images\image_176_angle_150_resized.jpg,150
data\processed\resized_images\image_519_angle_150_resized.jpg,150
data\processed\resized_images\image_131_angle_150_resized.jpg,150
data\processed\resized_images\image_178_angle_150_resized.jpg,150
data\processed\resized_images\image_178_angle_150_resized.jpg,150
data\processed\resized_images\image_163_angle_150_resized.jpg,150
data\processed\resized_images\image_178_angle_150_resized.jpg,150
data\processed\resized_images\image_167_angle_150_resized.jpg,150
data\processed\resized_images\image_171_angle_150_resized.jpg,150
data\processed\resized_images\image_190_angle_150_resized.jpg,150
data\processed\resized_images\image_073_angle_150_resized.jpg,150
data\processed\resized_images\image_995_angle_150_resized.jpg,150
data\processed\resized_images\image_167_angle_150_resized.jpg,150
data\processed\resized_images\image_1022_angle_150_resized.jpg,150
data\processed\resized_images\image_137_angle_150_resized.jpg,150
data\processed\resized_images\image_325_angle_150_resized.jpg,150
data\processed\resized_images\image_155_angle_150_resized.jpg,150
data\processed\resized_images\image_134_angle_150_resized.jpg,150
data\processed\resized_images\image_091_angle_150_resized.jpg,150
data\processed\resized_images\image_647_angle_150_resized.jpg,150
data\processed\resized_images\image_176_angle_150_resized.jpg,150
data\processed\resized_images\image_130_angle_150_resized.jpg,150
data\processed\resized_images\image_1079_angle_150_resized.jpg,150
data\processed\resized_images\image_654_angle_150_resized.jpg,150
data\processed\resized_images\image_169_angle_150_resized.jpg,150
data\processed\resized_images\image_041_angle_150_resized.jpg,150
data\processed\resized_images\image_604_angle_150_resized.jpg,150
data\processed\resized_images\image_709_angle_150_resized.jpg,150
data\processed\resized_images\image_176_angle_150_resized.jpg,150
data\processed\resized_images\image_296_angle_150_resized.jpg,150
data\processed\resized_images\image_160_angle_150_resized.jpg,150
data\processed\resized_images\image_1078_angle_150_resized.jpg,150
data\processed\resized_images\image_163_angle_150_resized.jpg,150
data\processed\resized_images\image_151_angle_150_resized.jpg,150
data\processed\resized_images\image_481_angle_150_resized.jpg,150
data\processed\resized_images\image_544_angle_150_resized.jpg,150
data\processed\resized_images\image_152_angle_150_resized.jpg,150
data\processed\resized_images\image_166_angle_150_resized.jpg,150
data\processed\resized_images\image_091_angle_150_resized.jpg,150
data\processed\resized_images\image_041_angle_150_resized.jpg,150
data\processed\resized_images\image_1004_angle_150_resized.jpg,150
data\processed\resized_images\image_170_angle_150_resized.jpg,150
data\processed\resized_images\image_091_angle_150_resized.jpg,150
data\processed\resized_images\image_170_angle_150_resized.jpg,150
data\processed\resized_images\image_726_angle_150_resized.jpg,150
data\processed\resized_images\image_179_angle_150_resized.jpg,150
data\processed\resized_images\image_134_angle_150_resized.jpg,150
data\processed\resized_images\image_654_angle_150_resized.jpg,150
data\processed\resized_images\image_160_angle_150_resized.jpg,150
data\processed\resized_images\image_150_angle_150_resized.jpg,150
data\processed\resized_images\image_350_angle_150_resized.jpg,150
data\processed\resized_images\image_178_angle_150_resized.jpg,150
data\processed\resized_images\image_994_angle_150_resized.jpg,150
data\processed\resized_images\image_130_angle_150_resized.jpg,150
data\processed\resized_images\image_736_angle_150_resized.jpg,150
data\processed\resized_images\image_164_angle_150_resized.jpg,150
data\processed\resized_images\image_131_angle_150_resized.jpg,150
data\processed\resized_images\image_324_angle_150_resized.jpg,150
data\processed\resized_images\image_481_angle_150_resized.jpg,150
data\processed\resized_images\image_637_angle_150_resized.jpg,150
data\processed\resized_images\image_178_angle_150_resized.jpg,150
data\processed\resized_images\image_156_angle_150_resized.jpg,150
data\processed\resized_images\image_616_angle_150_resized.jpg,150
data\processed\resized_images\image_519_angle_150_resized.jpg,150
data\processed\resized_images\image_545_angle_150_resized.jpg,150
data\processed\resized_images\image_169_angle_150_resized.jpg,150
data\processed\resized_images\image_140_angle_150_resized.jpg,150
data\processed\resized_images\image_142_angle_150_resized.jpg,150
data\processed\resized_images\image_647_angle_150_resized.jpg,150
data\processed\resized_images\image_176_angle_150_resized.jpg,150
data\processed\resized_images\image_157_angle_150_resized.jpg,150
data\processed\resized_images\image_145_angle_150_resized.jpg,150
data\processed\resized_images\image_131_angle_150_resized.jpg,150
data\processed\resized_images\image_161_angle_150_resized.jpg,150
data\processed\resized_images\image_217_angle_150_resized.jpg,150
data\processed\resized_images\image_647_angle_150_resized.jpg,150
data\processed\resized_images\image_296_angle_150_resized.jpg,150
data\processed\resized_images\image_1079_angle_150_resized.jpg,150
data\processed\resized_images\image_639_angle_150_resized.jpg,150
data\processed\resized_images\image_036_angle_150_resized.jpg,150
data\processed\resized_images\image_1078_angle_150_resized.jpg,150
data\processed\resized_images\image_639_angle_150_resized.jpg,150
data\processed\resized_images\image_179_angle_150_resized.jpg,150
data\processed\resized_images\image_1090_angle_150_resized.jpg,150
data\processed\resized_images\image_544_angle_150_resized.jpg,150
data\processed\resized_images\image_1078_angle_150_resized.jpg,150
data\processed\resized_images\image_151_angle_150_resized.jpg,150
data\processed\resized_images\image_151_angle_150_resized.jpg,150
data\processed\resized_images\image_149_angle_150_resized.jpg,150
data\processed\resized_images\image_092_angle_150_resized.jpg,150
data\processed\resized_images\image_157_angle_150_resized.jpg,150
data\processed\resized_images\image_144_angle_150_resized.jpg,150
data\processed\resized_images\image_1022_angle_150_resized.jpg,150
data\processed\resized_images\image_325_angle_150_resized.jpg,150
data\processed\resized_images\image_324_angle_150_resized.jpg,150
data\processed\resized_images\image_1144_angle_150_resized.jpg,150
data\processed\resized_images\image_150_angle_150_resized.jpg,150
data\processed\resized_images\image_149_angle_150_resized.jpg,150
data\processed\resized_images\image_164_angle_150_resized.jpg,150
data\processed\resized_images\image_139_angle_150_resized.jpg,150
data\processed\resized_images\image_178_angle_150_resized.jpg,150
data\processed\resized_images\image_639_angle_150_resized.jpg,150
data\processed\resized_images\image_153_angle_150_resized.jpg,150
data\processed\resized_images\image_959_angle_150_resized.jpg,150
data\processed\resized_images\image_160_angle_150_resized.jpg,150
data\processed\resized_images\image_617_angle_150_resized.jpg,150
data\processed\resized_images\image_708_angle_150_resized.jpg,150
data\processed\resized_images\image_151_angle_150_resized.jpg,150
data\processed\resized_images\image_217_angle_150_resized.jpg,150
data\processed\resized_images\image_959_angle_150_resized.jpg,150
data\processed\resized_images\image_995_angle_150_resized.jpg,150
data\processed\resized_images\image_163_angle_150_resized.jpg,150
data\processed\resized_images\image_481_angle_150_resized.jpg,150
data\processed\resized_images\image_073_angle_150_resized.jpg,150
data\processed\resized_images\image_036_angle_150_resized.jpg,150
data\processed\resized_images\image_092_angle_150_resized.jpg,150
data\processed\resized_images\image_654_angle_150_resized.jpg,150
data\processed\resized_images\image_130_angle_150_resized.jpg,150
data\processed\resized_images\image_143_angle_150_resized.jpg,150
data\processed\resized_images\image_1079_angle_150_resized.jpg,150
data\processed\resized_images\image_482_angle_150_resized.jpg,150
data\processed\resized_images\image_131_angle_150_resized.jpg,150
data\processed\resized_images\image_654_angle_150_resized.jpg,150
data\processed\resized_images\image_158_angle_150_resized.jpg,150
data\processed\resized_images\image_447_angle_150_resized.jpg,150
data\processed\resized_images\image_167_angle_150_resized.jpg,150
data\processed\resized_images\image_179_angle_150_resized.jpg,150
data\processed\resized_images\image_737_angle_150_resized.jpg,150
data\processed\resized_images\image_168_angle_150_resized.jpg,150
data\processed\resized_images\image_737_angle_150_resized.jpg,150
data\processed\resized_images\image_091_angle_150_resized.jpg,150
data\processed\resized_images\image_728_angle_150_resized.jpg,150
data\processed\resized_images\image_995_angle_150_resized.jpg,150
data\processed\resized_images\image_139_angle_150_resized.jpg,150
data\processed\resized_images\image_131_angle_150_resized.jpg,150
data\processed\resized_images\image_159_angle_150_resized.jpg,150
data\processed\resized_images\image_145_angle_150_resized.jpg,150
data\processed\resized_images\image_152_angle_150_resized.jpg,150
data\processed\resized_images\image_129_angle_150_resized.jpg,150
data\processed\resized_images\image_148_angle_150_resized.jpg,150
data\processed\resized_images\image_296_angle_150_resized.jpg,150
data\processed\resized_images\image_175_angle_150_resized.jpg,150
data\processed\resized_images\image_617_angle_150_resized.jpg,150
data\processed\resized_images\image_144_angle_150_resized.jpg,150
data\processed\resized_images\image_272_angle_150_resized.jpg,150
data\processed\resized_images\image_158_angle_150_resized.jpg,150
data\processed\resized_images\image_161_angle_150_resized.jpg,150
data\processed\resized_images\image_178_angle_150_resized.jpg,150
data\processed\resized_images\image_173_angle_150_resized.jpg,150
data\processed\resized_images\image_1004_angle_150_resized.jpg,150
data\processed\resized_images\image_144_angle_150_resized.jpg,150
data\processed\resized_images\image_144_angle_150_resized.jpg,150
data\processed\resized_images\image_160_angle_150_resized.jpg,150
data\processed\resized_images\image_604_angle_150_resized.jpg,150
data\processed\resized_images\image_146_angle_150_resized.jpg,150
data\processed\resized_images\image_178_angle_150_resized.jpg,150
data\processed\resized_images\image_378_angle_150_resized.jpg,150
data\processed\resized_images\image_709_angle_150_resized.jpg,150
data\processed\resized_images\image_647_angle_150_resized.jpg,150
data\processed\resized_images\image_178_angle_150_resized.jpg,150
data\processed\resized_images\image_807_angle_150_resized.jpg,150
data\processed\resized_images\image_036_angle_150_resized.jpg,150
data\processed\resized_images\image_143_angle_150_resized.jpg,150
data\processed\resized_images\image_178_angle_150_resized.jpg,150
data\processed\resized_images\image_447_angle_150_resized.jpg,150
data\processed\resized_images\image_073_angle_150_resized.jpg,150
data\processed\resized_images\image_295_angle_150_resized.jpg,150
data\processed\resized_images\image_324_angle_150_resized.jpg,150
data\processed\resized_images\image_143_angle_150_resized.jpg,150
data\processed\resized_images\image_1079_angle_150_resized.jpg,150
data\processed\resized_images\image_178_angle_150_resized.jpg,150
data\processed\resized_images\image_153_angle_150_resized.jpg,150
data\processed\resized_images\image_807_angle_150_resized.jpg,150
data\processed\resized_images\image_167_angle_150_resized.jpg,150
data\processed\resized_images\image_160_angle_150_resized.jpg,150
data\processed\resized_images\image_140_angle_150_resized.jpg,150
data\processed\resized_images\image_482_angle_150_resized.jpg,150
data\processed\resized_images\image_175_angle_150_resized.jpg,150
data\processed\resized_images\image_148_angle_150_resized.jpg,150
data\processed\resized_images\image_737_angle_150_resized.jpg,150
data\processed\resized_images\image_639_angle_150_resized.jpg,150
data\processed\resized_images\image_168_angle_150_resized.jpg,150
data\processed\resized_images\image_178_angle_150_resized.jpg,150
data\processed\resized_images\image_174_angle_150_resized.jpg,150
data\processed\resized_images\image_168_angle_150_resized.jpg,150
data\processed\resized_images\image_1144_angle_150_resized.jpg,150
data\processed\resized_images\image_155_angle_150_resized.jpg,150
data\processed\resized_images\image_041_angle_150_resized.jpg,150
data\processed\resized_images\image_073_angle_150_resized.jpg,150
data\processed\resized_images\image_995_angle_150_resized.jpg,150
data\processed\resized_images\image_172_angle_150_resized.jpg,150
data\processed\resized_images\image_544_angle_150_resized.jpg,150
data\processed\resized_images\image_175_angle_150_resized.jpg,150
data\processed\resized_images\image_041_angle_150_resized.jpg,150
data\processed\resized_images\image_041_angle_150_resized.jpg,150
data\processed\resized_images\image_709_angle_150_resized.jpg,150
data\processed\resized_images\image_170_angle_150_resized.jpg,150
data\processed\resized_images\image_637_angle_150_resized.jpg,150
data\processed\resized_images\image_995_angle_150_resized.jpg,150
data\processed\resized_images\image_737_angle_150_resized.jpg,150
data\processed\resized_images\image_807_angle_150_resized.jpg,150
data\processed\resized_images\image_036_angle_150_resized.jpg,150
data\processed\resized_images\image_135_angle_150_resized.jpg,150
data\processed\resized_images\image_041_angle_150_resized.jpg,150
data\processed\resized_images\image_169_angle_150_resized.jpg,150
data\processed\resized_images\image_160_angle_150_resized.jpg,150
data\processed\resized_images\image_654_angle_150_resized.jpg,150
data\processed\resized_images\image_148_angle_150_resized.jpg,150
data\processed\resized_images\image_295_angle_150_resized.jpg,150
data\processed\resized_images\image_148_angle_150_resized.jpg,150
data\processed\resized_images\image_278_angle_150_resized.jpg,150
data\processed\resized_images\image_171_angle_150_resized.jpg,150
data\processed\resized_images\image_378_angle_150_resized.jpg,150
data\processed\resized_images\image_172_angle_150_resized.jpg,150
data\processed\resized_images\image_133_angle_150_resized.jpg,150
data\processed\resized_images\image_154_angle_150_resized.jpg,150
data\processed\resized_images\image_140_angle_150_resized.jpg,150
data\processed\resized_images\image_291_angle_150_resized.jpg,150
data\processed\resized_images\image_903_angle_150_resized.jpg,150
data\processed\resized_images\image_295_angle_150_resized.jpg,150
data\processed\resized_images\image_617_angle_150_resized.jpg,150
data\processed\resized_images\image_1090_angle_150_resized.jpg,150
data\processed\resized_images\image_132_angle_150_resized.jpg,150
data\processed\resized_images\image_807_angle_150_resized.jpg,150
data\processed\resized_images\image_325_angle_150_resized.jpg,150
data\processed\resized_images\image_175_angle_150_resized.jpg,150
data\processed\resized_images\image_295_angle_150_resized.jpg,150
data\processed\resized_images\image_519_angle_150_resized.jpg,150
data\processed\resized_images\image_726_angle_150_resized.jpg,150
data\processed\resized_images\image_073_angle_150_resized.jpg,150
data\processed\resized_images\image_136_angle_150_resized.jpg,150
data\processed\resized_images\image_175_angle_150_resized.jpg,150
data\processed\resized_images\image_152_angle_150_resized.jpg,150
data\processed\resized_images\image_135_angle_150_resized.jpg,150
data\processed\resized_images\image_654_angle_150_resized.jpg,150
data\processed\resized_images\image_273_angle_150_resized.jpg,150
data\processed\resized_images\image_135_angle_150_resized.jpg,150
data\processed\resized_images\image_136_angle_150_resized.jpg,150
data\processed\resized_images\image_737_angle_150_resized.jpg,150
data\processed\resized_images\image_296_angle_150_resized.jpg,150
data\processed\resized_images\image_168_angle_150_resized.jpg,150
data\processed\resized_images\image_149_angle_150_resized.jpg,150
data\processed\resized_images\image_156_angle_150_resized.jpg,150
data\processed\resized_images\image_155_angle_150_resized.jpg,150
data\processed\resized_images\image_545_angle_150_resized.jpg,150
data\processed\resized_images\image_036_angle_150_resized.jpg,150
data\processed\resized_images\image_1090_angle_150_resized.jpg,150
data\processed\resized_images\image_709_angle_150_resized.jpg,150
data\processed\resized_images\image_173_angle_150_resized.jpg,150
data\processed\resized_images\image_647_angle_150_resized.jpg,150
data\processed\resized_images\image_166_angle_150_resized.jpg,150
data\processed\resized_images\image_139_angle_150_resized.jpg,150
data\processed\resized_images\image_147_angle_150_resized.jpg,150
data\processed\resized_images\image_728_angle_150_resized.jpg,150
data\processed\resized_images\image_158_angle_150_resized.jpg,150
data\processed\resized_images\image_959_angle_150_resized.jpg,150
data\processed\resized_images\image_1022_angle_150_resized.jpg,150
data\processed\resized_images\image_132_angle_150_resized.jpg,150
data\processed\resized_images\image_654_angle_150_resized.jpg,150
data\processed\resized_images\image_176_angle_150_resized.jpg,150
data\processed\resized_images\image_041_angle_150_resized.jpg,150
data\processed\resized_images\image_036_angle_150_resized.jpg,150
data\processed\resized_images\image_164_angle_150_resized.jpg,150
data\processed\resized_images\image_1144_angle_150_resized.jpg,150
data\processed\resized_images\image_291_angle_150_resized.jpg,150
data\processed\resized_images\image_153_angle_150_resized.jpg,150
data\processed\resized_images\image_148_angle_150_resized.jpg,150
data\processed\resized_images\image_1079_angle_150_resized.jpg,150
data\processed\resized_images\image_959_angle_150_resized.jpg,150
data\processed\resized_images\image_135_angle_150_resized.jpg,150
data\processed\resized_images\image_164_angle_150_resized.jpg,150
data\processed\resized_images\image_519_angle_150_resized.jpg,150
data\processed\resized_images\image_073_angle_150_resized.jpg,150
data\processed\resized_images\image_136_angle_150_resized.jpg,150
data\processed\resized_images\image_140_angle_150_resized.jpg,150
data\processed\resized_images\image_170_angle_150_resized.jpg,150
data\processed\resized_images\image_149_angle_150_resized.jpg,150
data\processed\resized_images\image_140_angle_150_resized.jpg,150
data\processed\resized_images\image_378_angle_150_resized.jpg,150
data\processed\resized_images\image_324_angle_150_resized.jpg,150
data\processed\resized_images\image_152_angle_150_resized.jpg,150
data\processed\resized_images\image_154_angle_150_resized.jpg,150
data\processed\resized_images\image_604_angle_150_resized.jpg,150
data\processed\resized_images\image_959_angle_150_resized.jpg,150
data\processed\resized_images\image_647_angle_150_resized.jpg,150
data\processed\resized_images\image_959_angle_150_resized.jpg,150
data\processed\resized_images\image_141_angle_150_resized.jpg,150
data\processed\resized_images\image_726_angle_150_resized.jpg,150
data\processed\resized_images\image_134_angle_150_resized.jpg,150
data\processed\resized_images\image_545_angle_150_resized.jpg,150
data\processed\resized_images\image_272_angle_150_resized.jpg,150
data\processed\resized_images\image_170_angle_150_resized.jpg,150
data\processed\resized_images\image_151_angle_150_resized.jpg,150
data\processed\resized_images\image_519_angle_150_resized.jpg,150
data\processed\resized_images\image_177_angle_150_resized.jpg,150
data\processed\resized_images\image_157_angle_150_resized.jpg,150
data\processed\resized_images\image_994_angle_150_resized.jpg,150
data\processed\resized_images\image_149_angle_150_resized.jpg,150
data\processed\resized_images\image_278_angle_150_resized.jpg,150
data\processed\resized_images\image_149_angle_150_resized.jpg,150
data\processed\resized_images\image_130_angle_150_resized.jpg,150
data\processed\resized_images\image_137_angle_150_resized.jpg,150
data\processed\resized_images\image_164_angle_150_resized.jpg,150
data\processed\resized_images\image_136_angle_150_resized.jpg,150
data\processed\resized_images\image_1078_angle_150_resized.jpg,150
data\processed\resized_images\image_1022_angle_150_resized.jpg,150
data\processed\resized_images\image_273_angle_150_resized.jpg,150
data\processed\resized_images\image_133_angle_150_resized.jpg,150
data\processed\resized_images\image_149_angle_150_resized.jpg,150
data\processed\resized_images\image_164_angle_150_resized.jpg,150
data\processed\resized_images\image_440_angle_150_resized.jpg,150
data\processed\resized_images\image_175_angle_150_resized.jpg,150
data\processed\resized_images\image_617_angle_150_resized.jpg,150
data\processed\resized_images\image_138_angle_150_resized.jpg,150
data\processed\resized_images\image_146_angle_150_resized.jpg,150
data\processed\resized_images\image_154_angle_150_resized.jpg,150
data\processed\resized_images\image_167_angle_150_resized.jpg,150
data\processed\resized_images\image_170_angle_150_resized.jpg,150
data\processed\resized_images\image_1078_angle_150_resized.jpg,150
data\processed\resized_images\image_143_angle_150_resized.jpg,150
data\processed\resized_images\image_143_angle_150_resized.jpg,150
data\processed\resized_images\image_903_angle_150_resized.jpg,150
data\processed\resized_images\image_137_angle_150_resized.jpg,150
data\processed\resized_images\image_146_angle_150_resized.jpg,150
data\processed\resized_images\image_807_angle_150_resized.jpg,150
data\processed\resized_images\image_144_angle_150_resized.jpg,150
data\processed\resized_images\image_190_angle_150_resized.jpg,150
data\processed\resized_images\image_807_angle_150_resized.jpg,150
data\processed\resized_images\image_291_angle_150_resized.jpg,150
data\processed\resized_images\image_177_angle_150_resized.jpg,150
data\processed\resized_images\image_164_angle_150_resized.jpg,150
data\processed\resized_images\image_135_angle_150_resized.jpg,150
data\processed\resized_images\image_091_angle_150_resized.jpg,150
data\processed\resized_images\image_151_angle_150_resized.jpg,150
data\processed\resized_images\image_190_angle_150_resized.jpg,150
data\processed\resized_images\image_165_angle_150_resized.jpg,150
data\processed\resized_images\image_133_angle_150_resized.jpg,150
data\processed\resized_images\image_160_angle_150_resized.jpg,150
data\processed\resized_images\image_709_angle_150_resized.jpg,150
data\processed\resized_images\image_146_angle_150_resized.jpg,150
data\processed\resized_images\image_726_angle_150_resized.jpg,150
data\processed\resized_images\image_162_angle_150_resized.jpg,150
data\processed\resized_images\image_1004_angle_150_resized.jpg,150
data\processed\resized_images\image_959_angle_150_resized.jpg,150
data\processed\resized_images\image_153_angle_150_resized.jpg,150
data\processed\resized_images\image_140_angle_150_resized.jpg,150
data\processed\resized_images\image_726_angle_150_resized.jpg,150
data\processed\resized_images\image_162_angle_150_resized.jpg,150
data\processed\resized_images\image_169_angle_150_resized.jpg,150
data\processed\resized_images\image_736_angle_150_resized.jpg,150
data\processed\resized_images\image_959_angle_150_resized.jpg,150
data\processed\resized_images\image_176_angle_150_resized.jpg,150
data\processed\resized_images\image_807_angle_150_resized.jpg,150
data\processed\resized_images\image_179_angle_150_resized.jpg,150
data\processed\resized_images\image_616_angle_150_resized.jpg,150
data\processed\resized_images\image_148_angle_150_resized.jpg,150
data\processed\resized_images\image_637_angle_150_resized.jpg,150
data\processed\resized_images\image_149_angle_150_resized.jpg,150
data\processed\resized_images\image_273_angle_150_resized.jpg,150
data\processed\resized_images\image_134_angle_150_resized.jpg,150
data\processed\resized_images\image_141_angle_150_resized.jpg,150
data\processed\resized_images\image_736_angle_150_resized.jpg,150
data\processed\resized_images\image_170_angle_150_resized.jpg,150
data\processed\resized_images\image_174_angle_150_resized.jpg,150
data\processed\resized_images\image_273_angle_150_resized.jpg,150
data\processed\resized_images\image_162_angle_150_resized.jpg,150
data\processed\resized_images\image_140_angle_150_resized.jpg,150
data\processed\resized_images\image_148_angle_150_resized.jpg,150
data\processed\resized_images\image_163_angle_150_resized.jpg,150
data\processed\resized_images\image_617_angle_150_resized.jpg,150
data\processed\resized_images\image_139_angle_150_resized.jpg,150
data\processed\resized_images\image_272_angle_150_resized.jpg,150
data\processed\resized_images\image_143_angle_150_resized.jpg,150
data\processed\resized_images\image_041_angle_150_resized.jpg,150
data\processed\resized_images\image_654_angle_150_resized.jpg,150
data\processed\resized_images\image_133_angle_150_resized.jpg,150
data\processed\resized_images\image_149_angle_150_resized.jpg,150
data\processed\resized_images\image_1079_angle_150_resized.jpg,150
data\processed\resized_images\image_159_angle_150_resized.jpg,150
data\processed\resized_images\image_164_angle_150_resized.jpg,150
data\processed\resized_images\image_155_angle_150_resized.jpg,150
data\processed\resized_images\image_726_angle_150_resized.jpg,150
data\processed\resized_images\image_158_angle_150_resized.jpg,150
data\processed\resized_images\image_142_angle_150_resized.jpg,150
data\processed\resized_images\image_959_angle_150_resized.jpg,150
data\processed\resized_images\image_166_angle_150_resized.jpg,150
data\processed\resized_images\image_141_angle_150_resized.jpg,150
data\processed\resized_images\image_140_angle_150_resized.jpg,150
data\processed\resized_images\image_129_angle_150_resized.jpg,150
data\processed\resized_images\image_176_angle_150_resized.jpg,150
data\processed\resized_images\image_1022_angle_150_resized.jpg,150
data\processed\resized_images\image_173_angle_150_resized.jpg,150
data\processed\resized_images\image_152_angle_150_resized.jpg,150
data\processed\resized_images\image_161_angle_150_resized.jpg,150
data\processed\resized_images\image_136_angle_150_resized.jpg,150
data\processed\resized_images\image_217_angle_150_resized.jpg,150
data\processed\resized_images\image_1078_angle_150_resized.jpg,150
data\processed\resized_images\image_132_angle_150_resized.jpg,150
data\processed\resized_images\image_130_angle_150_resized.jpg,150
data\processed\resized_images\image_440_angle_150_resized.jpg,150
data\processed\resized_images\image_637_angle_150_resized.jpg,150
data\processed\resized_images\image_131_angle_150_resized.jpg,150
data\processed\resized_images\image_709_angle_150_resized.jpg,150
data\processed\resized_images\image_903_angle_150_resized.jpg,150
data\processed\resized_images\image_272_angle_150_resized.jpg,150
data\processed\resized_images\image_148_angle_150_resized.jpg,150
data\processed\resized_images\image_637_angle_150_resized.jpg,150
data\processed\resized_images\image_179_angle_150_resized.jpg,150
data\processed\resized_images\image_617_angle_150_resized.jpg,150
data\processed\resized_images\image_167_angle_150_resized.jpg,150
data\processed\resized_images\image_141_angle_150_resized.jpg,150
data\processed\resized_images\image_174_angle_150_resized.jpg,150
data\processed\resized_images\image_179_angle_150_resized.jpg,150
data\processed\resized_images\image_178_angle_150_resized.jpg,150
data\processed\resized_images\image_138_angle_150_resized.jpg,150
data\processed\resized_images\image_174_angle_150_resized.jpg,150
data\processed\resized_images\image_174_angle_150_resized.jpg,150
data\processed\resized_images\image_617_angle_150_resized.jpg,150
data\processed\resized_images\image_165_angle_150_resized.jpg,150
data\processed\resized_images\image_168_angle_150_resized.jpg,150
data\processed\resized_images\image_158_angle_150_resized.jpg,150
data\processed\resized_images\image_295_angle_150_resized.jpg,150
data\processed\resized_images\image_131_angle_150_resized.jpg,150
data\processed\resized_images\image_170_angle_150_resized.jpg,150
data\processed\resized_images\image_176_angle_150_resized.jpg,150
data\processed\resized_images\image_995_angle_150_resized.jpg,150
data\processed\resized_images\image_807_angle_150_resized.jpg,150
data\processed\resized_images\image_1078_angle_150_resized.jpg,150
data\processed\resized_images\image_169_angle_150_resized.jpg,150
data\processed\resized_images\image_176_angle_150_resized.jpg,150
data\processed\resized_images\image_092_angle_150_resized.jpg,150
data\processed\resized_images\image_278_angle_150_resized.jpg,150
data\processed\resized_images\image_1004_angle_150_resized.jpg,150
data\processed\resized_images\image_737_angle_150_resized.jpg,150
data\processed\resized_images\image_728_angle_150_resized.jpg,150
data\processed\resized_images\image_163_angle_150_resized.jpg,150
data\processed\resized_images\image_959_angle_150_resized.jpg,150
data\processed\resized_images\image_171_angle_150_resized.jpg,150
data\processed\resized_images\image_156_angle_150_resized.jpg,150
data\processed\resized_images\image_168_angle_150_resized.jpg,150
data\processed\resized_images\image_132_angle_150_resized.jpg,150
data\processed\resized_images\image_129_angle_150_resized.jpg,150
data\processed\resized_images\image_146_angle_150_resized.jpg,150
data\processed\resized_images\image_135_angle_150_resized.jpg,150
data\processed\resized_images\image_133_angle_150_resized.jpg,150
data\processed\resized_images\image_179_angle_150_resized.jpg,150
data\processed\resized_images\image_135_angle_150_resized.jpg,150
data\processed\resized_images\image_709_angle_150_resized.jpg,150
data\processed\resized_images\image_174_angle_150_resized.jpg,150
data\processed\resized_images\image_171_angle_150_resized.jpg,150
data\processed\resized_images\image_654_angle_150_resized.jpg,150
data\processed\resized_images\image_995_angle_150_resized.jpg,150
data\processed\resized_images\image_654_angle_150_resized.jpg,150
data\processed\resized_images\image_178_angle_150_resized.jpg,150
data\processed\resized_images\image_971_angle_60_resized.jpg,60
data\processed\resized_images\image_406_angle_60_resized.jpg,60
data\processed\resized_images\image_882_angle_60_resized.jpg,60
data\processed\resized_images\image_1057_angle_60_resized.jpg,60
data\processed\resized_images\image_602_angle_60_resized.jpg,60
data\processed\resized_images\image_498_angle_60_resized.jpg,60
data\processed\resized_images\image_1110_angle_60_resized.jpg,60
data\processed\resized_images\image_971_angle_60_resized.jpg,60
data\processed\resized_images\image_742_angle_60_resized.jpg,60
data\processed\resized_images\image_803_angle_60_resized.jpg,60
data\processed\resized_images\image_648_angle_60_resized.jpg,60
data\processed\resized_images\image_648_angle_60_resized.jpg,60
data\processed\resized_images\image_820_angle_60_resized.jpg,60
data\processed\resized_images\image_938_angle_60_resized.jpg,60
data\processed\resized_images\image_983_angle_60_resized.jpg,60
data\processed\resized_images\image_1152_angle_60_resized.jpg,60
data\processed\resized_images\image_045_angle_60_resized.jpg,60
data\processed\resized_images\image_1150_angle_60_resized.jpg,60
data\processed\resized_images\image_412_angle_60_resized.jpg,60
data\processed\resized_images\image_044_angle_60_resized.jpg,60
data\processed\resized_images\image_820_angle_60_resized.jpg,60
data\processed\resized_images\image_123_angle_60_resized.jpg,60
data\processed\resized_images\image_258_angle_60_resized.jpg,60
data\processed\resized_images\image_044_angle_60_resized.jpg,60
data\processed\resized_images\image_511_angle_60_resized.jpg,60
data\processed\resized_images\image_497_angle_60_resized.jpg,60
data\processed\resized_images\image_1110_angle_60_resized.jpg,60
